stock,term,algorithm,rmse,rmse_norm,epoch,unit,optimizer,batch_sizeASII,short,LSTM,163.22273232263802,0.19202674390898594,50,50,rmsprop,32
ASII,short,GRU,105.50276580362375,0.12412090094543965,50,50,rmsprop,32
ASII,short,RNN,198.9677264128682,0.19486844786266347,50,50,rmsprop,32
AMRT,short,LSTM,75.52492542444054,0.1870196236263771,50,50,rmsprop,32
AMRT,short,GRU,55.210275280010954,0.1380256882000274,50,50,rmsprop,32
AMRT,short,RNN,77.28113670443774,0.18347733363321933,50,50,rmsprop,32
ADRO,short,LSTM,86.59670809884285,0.1855080530828272,50,50,rmsprop,32
ADRO,short,GRU,76.21915160664025,0.1772538409456749,50,50,rmsprop,32
ADRO,short,RNN,129.5991648571153,0.2267673828982121,50,50,rmsprop,32
MAPI,short,LSTM,80.1795879381989,0.19090378080523546,50,50,rmsprop,32
MAPI,short,GRU,122.99196078887432,0.25426318015358457,50,50,rmsprop,32
MAPI,short,RNN,190.2873202440471,0.3368442618302931,50,50,rmsprop,32
KLBF,short,LSTM,57.80868799958403,0.2028375017529264,50,50,rmsprop,32
KLBF,short,GRU,58.6956866827606,0.20594977783424773,50,50,rmsprop,32
KLBF,short,RNN,45.85785490676115,0.160904754058811,50,50,rmsprop,32
TLKM,short,LSTM,85.79796331490346,0.15052274265772536,50,50,rmsprop,32
TLKM,short,GRU,71.59632318851249,0.12560758454124993,50,50,rmsprop,32
TLKM,short,RNN,58.40660338143553,0.10246772523058864,50,50,rmsprop,32
ASII,short,LSTM,183.6328360686947,0.2146055028139217,50,50,adam,32
ASII,short,GRU,143.27263865157633,0.16855604547244277,50,50,adam,32
ASII,short,RNN,154.37748029235155,0.15891477650391894,50,50,adam,32
AMRT,short,LSTM,61.24301706287144,0.15310754265717863,50,50,adam,32
AMRT,short,GRU,70.00939411547652,0.1704262213252568,50,50,adam,32
AMRT,short,RNN,85.59637829801166,0.20078053275065208,50,50,adam,32
ADRO,short,LSTM,100.84914945613853,0.19736598071737985,50,50,adam,32
ADRO,short,GRU,72.20237737227501,0.16791250551691855,50,50,adam,32
ADRO,short,RNN,113.85312372755057,0.21227041547509892,50,50,adam,32
MAPI,short,LSTM,85.59302501883708,0.2037929167115169,50,50,adam,32
MAPI,short,GRU,82.25451133263513,0.19545879699002527,50,50,adam,32
MAPI,short,RNN,193.56446421596218,0.3382015078506226,50,50,adam,32
KLBF,short,LSTM,58.65922035068714,0.2058218257918847,50,50,adam,32
KLBF,short,GRU,51.67525269680227,0.18131667612913074,50,50,adam,32
KLBF,short,RNN,52.20488086805476,0.18317502058966587,50,50,adam,32
TLKM,short,LSTM,89.94028403399906,0.1571471060313676,50,50,adam,32
TLKM,short,GRU,64.2305738402024,0.11182827524374789,50,50,adam,32
TLKM,short,RNN,60.048519440865824,0.10534827972081719,50,50,adam,32
ASII,short,LSTM,520.5477907485849,0.6124091655865705,50,50,sgd,32
ASII,short,GRU,371.9206945492005,0.437553758293177,50,50,sgd,32
ASII,short,RNN,187.2857636668927,0.1880856788342003,50,50,sgd,32
AMRT,short,LSTM,68.78139783022685,0.1719534945755671,50,50,sgd,32
AMRT,short,GRU,61.983532541276894,0.15495883135319224,50,50,sgd,32
AMRT,short,RNN,130.02181179337344,0.2789230943421114,50,50,sgd,32
ADRO,short,LSTM,147.55029129907433,0.34314021232342856,50,50,sgd,32
ADRO,short,GRU,125.35440750907343,0.29152187792807766,50,50,sgd,32
ADRO,short,RNN,120.08091867452748,0.22118198247496648,50,50,sgd,32
MAPI,short,LSTM,147.2895938108367,0.3506895090734207,50,50,sgd,32
MAPI,short,GRU,100.41836270664449,0.23909133977772495,50,50,sgd,32
