date,stock_code,open,high,low,close,volume
2022-09-01,ADRO,3540,3740,3540,3700,162570100
2022-09-02,ADRO,3700,3830,3720,3780,131230700
2022-09-05,ADRO,3780,4050,3760,4030,194748100
2022-09-06,ADRO,4030,4160,4020,4040,109090400
2022-09-07,ADRO,4040,4050,3950,4020,89092700
2022-09-08,ADRO,4020,4000,3900,3940,88447400
2022-09-09,ADRO,3940,3970,3860,3950,73341100
2022-09-12,ADRO,3950,3990,3900,3970,74852000
2022-09-13,ADRO,3970,4020,3950,4010,71375900
2022-09-14,ADRO,4010,4040,3940,4010,79037100
2022-09-15,ADRO,4010,4190,4040,4060,120755300
2022-09-16,ADRO,4060,4050,3930,3930,121776100
2022-09-19,ADRO,3930,3960,3860,3910,134433200
2022-09-20,ADRO,3910,3970,3860,3890,63910800
2022-09-21,ADRO,3890,3930,3800,3910,67111800
2022-09-22,ADRO,3910,4120,3890,4100,150225400
2022-09-23,ADRO,4100,4080,4010,4050,77100300
2022-09-26,ADRO,4050,3940,3830,3860,163896500
2022-09-27,ADRO,3860,3940,3870,3910,89367200
2022-09-28,ADRO,3910,3960,3860,3870,72114400
2022-09-29,ADRO,3870,3970,3900,3950,91134100
2022-09-30,ADRO,3950,3960,3870,3960,104670300
2022-10-03,ADRO,3960,4000,3920,3960,54514500
2022-10-04,ADRO,3960,4120,3990,4120,145080300
2022-10-05,ADRO,4120,4170,4080,4080,57945800
2022-10-06,ADRO,4080,4250,4040,4100,159208200
2022-10-07,ADRO,4100,4170,4080,4140,49875500
2022-10-10,ADRO,4140,4050,3920,3920,107867500
2022-10-11,ADRO,3920,3950,3890,3930,59752100
2022-10-12,ADRO,3930,4050,3960,4000,101116400
2022-10-13,ADRO,4000,4090,4010,4020,53264100
2022-10-14,ADRO,4020,4050,3950,3950,46553100
2022-10-17,ADRO,3950,3960,3900,3960,42063700
2022-10-18,ADRO,3960,4000,3840,3860,95622800
2022-10-19,ADRO,3860,3880,3800,3840,69215500
2022-10-20,ADRO,3840,4000,3830,4000,119895500
2022-10-21,ADRO,4000,4020,3950,3960,37327700
2022-10-24,ADRO,3960,3990,3910,3920,47873100
2022-10-25,ADRO,3920,3920,3840,3880,76199600
2022-10-26,ADRO,3880,3950,3850,3930,71195500
2022-10-27,ADRO,3930,4020,3920,3980,81944900
2022-10-28,ADRO,3980,4000,3900,3910,49317400
2022-10-31,ADRO,3910,3980,3920,3980,69826000
2022-11-01,ADRO,3980,3940,3720,3750,170486500
2022-11-02,ADRO,3750,3820,3690,3740,97481600
2022-11-03,ADRO,3740,3810,3730,3750,53646100
2022-11-04,ADRO,3750,3790,3710,3750,78870300
2022-11-07,ADRO,3750,3830,3730,3830,69727900
2022-11-08,ADRO,3830,3800,3730,3760,71701600
2022-11-09,ADRO,3760,3720,3630,3640,107784700
2022-11-10,ADRO,3640,3560,3450,3480,152392400
2022-11-11,ADRO,3480,3540,3440,3490,96575300
2022-11-14,ADRO,3490,3560,3490,3500,62997900
2022-11-15,ADRO,3500,3570,3480,3510,52010100
2022-11-16,ADRO,3510,3640,3520,3570,86557700
2022-11-17,ADRO,3570,3610,3500,3590,73345900
2022-11-18,ADRO,3590,3620,3560,3590,40581500
2022-11-21,ADRO,3590,3710,3610,3690,68557300
2022-11-22,ADRO,3690,3750,3650,3700,59965000
2022-11-23,ADRO,3700,3790,3720,3750,46424400
2022-11-24,ADRO,3750,3780,3740,3750,27015000
2022-11-25,ADRO,3750,3750,3690,3730,29644700
2022-11-28,ADRO,3730,3780,3720,3740,38621700
2022-11-29,ADRO,3740,3880,3780,3880,90877500
2022-11-30,ADRO,3880,3930,3850,3870,116120200
2022-12-01,ADRO,3870,3930,3890,3900,52856800
2022-12-02,ADRO,3900,3890,3820,3850,36977700
2022-12-05,ADRO,3850,3890,3760,3780,55195600
2022-12-06,ADRO,3780,3830,3750,3810,56962400
2022-12-07,ADRO,3810,3870,3780,3830,55830400
2022-12-08,ADRO,3830,3840,3710,3740,58563300
2022-12-09,ADRO,3740,3740,3630,3680,64096100
2022-12-12,ADRO,3680,3820,3670,3800,72917300
2022-12-13,ADRO,3800,3790,3740,3740,45076100
2022-12-14,ADRO,3740,3940,3760,3880,131331300
2022-12-15,ADRO,3880,3970,3850,3900,66044500
2022-12-16,ADRO,3900,3920,3850,3890,51486600
2022-12-19,ADRO,3890,3970,3870,3970,55204400
2022-12-20,ADRO,3970,3990,3910,3920,48640900
2022-12-21,ADRO,3920,3930,3880,3920,36508800
2022-12-22,ADRO,3920,3940,3900,3930,29227500
2022-12-23,ADRO,3930,3860,3800,3810,118489300
2022-12-26,ADRO,3810,3850,3780,3800,46079800
2022-12-27,ADRO,3800,3810,3730,3750,64811600
2022-12-28,ADRO,3750,3770,3700,3750,59540200
2022-12-29,ADRO,3750,3820,3710,3800,64775200
2022-12-30,ADRO,3800,3870,3770,3850,98381200
2023-01-02,ADRO,3850,3650,3590,3590,77679800
2023-01-03,ADRO,3590,3590,3500,3520,95725100
2023-01-04,ADRO,3520,3560,3300,3300,166711600
2023-01-05,ADRO,3300,3270,3080,3100,225480200
2023-01-06,ADRO,3100,3190,3090,3140,133608100
2023-01-09,ADRO,3140,3170,2980,3030,166201300
2023-01-10,ADRO,3030,3140,2980,3140,140623900
2023-01-11,ADRO,3140,3210,3080,3180,107213300
2023-01-12,ADRO,3180,3130,3050,3090,72892500
2023-01-13,ADRO,3090,3150,3110,3140,49589600
2023-01-16,ADRO,3140,3130,3090,3100,22706200
2023-01-17,ADRO,3100,3150,3050,3140,51667000
2023-01-18,ADRO,3140,3230,3150,3170,61822400
2023-01-19,ADRO,3170,3230,3140,3230,43534600
2023-01-20,ADRO,3230,3260,3210,3240,46127000
2023-01-24,ADRO,3240,3250,3170,3200,33035100
2023-01-25,ADRO,3200,3190,3120,3130,39566000
2023-01-26,ADRO,3130,3070,2990,3010,84026100
2023-01-27,ADRO,3010,3080,2980,3060,57826600
2023-01-30,ADRO,3060,3100,2980,3010,52460500
2023-01-31,ADRO,3010,3020,2940,2960,67716800
2023-02-01,ADRO,2960,3000,2930,2950,59788400
2023-02-02,ADRO,2950,2970,2870,2870,72194700
2023-02-03,ADRO,2870,2870,2740,2760,103103100
2023-02-06,ADRO,2760,2840,2720,2780,80906500
2023-02-07,ADRO,2780,2950,2860,2890,113365400
2023-02-08,ADRO,2890,2940,2870,2920,50694800
2023-02-09,ADRO,2920,2890,2820,2840,56376600
2023-02-10,ADRO,2840,2780,2710,2740,73205300
2023-02-13,ADRO,2740,2830,2780,2780,56457600
2023-02-14,ADRO,2780,2850,2770,2830,45245300
2023-02-15,ADRO,2830,3040,2870,2950,156718900
2023-02-16,ADRO,2950,2990,2890,2920,49508800
2023-02-17,ADRO,2920,2930,2860,2880,42584600
2023-02-20,ADRO,2880,2910,2820,2900,67556000
2023-02-21,ADRO,2900,2900,2820,2820,57575900
2023-02-22,ADRO,2820,2910,2840,2850,54952100
2023-02-23,ADRO,2850,2950,2870,2900,80590000
2023-02-24,ADRO,2900,2960,2880,2890,74147500
2023-02-27,ADRO,2890,2950,2890,2950,37969000
2023-02-28,ADRO,2950,3040,2910,2990,141401100
2023-03-01,ADRO,2990,3010,2940,2990,74127000
2023-03-02,ADRO,2990,3030,2970,2990,50994600
2023-03-03,ADRO,2990,3130,3020,3020,113137800
2023-03-06,ADRO,3020,3020,2900,2910,68483600
2023-03-07,ADRO,2910,2910,2850,2860,77306100
2023-03-08,ADRO,2860,2920,2810,2920,70513000
2023-03-09,ADRO,2920,2950,2900,2900,42649600
2023-03-10,ADRO,2900,2900,2850,2860,29029300
2023-03-13,ADRO,2860,2930,2860,2900,44258200
2023-03-14,ADRO,2900,2910,2770,2770,60701300
2023-03-15,ADRO,2770,2820,2730,2750,45535300
2023-03-16,ADRO,2750,2720,2600,2640,97975300
2023-03-17,ADRO,2640,2780,2650,2780,111783700
2023-03-20,ADRO,2780,2780,2710,2720,27192700
