date,stock_code,open,high,low,close,volume
2021-01-28,MAPI,810,815,765,775,20975200
2021-01-29,MAPI,775,800,755,770,11267200
2021-02-01,MAPI,770,785,755,775,36369900
2021-02-02,MAPI,775,795,750,760,40123700
2021-02-03,MAPI,760,775,750,760,14782500
2021-02-04,MAPI,760,770,745,760,14323300
2021-02-05,MAPI,760,770,750,750,17654600
2021-02-08,MAPI,750,770,750,760,33334300
2021-02-09,MAPI,760,805,740,745,38392900
2021-02-10,MAPI,745,755,740,745,9774700
2021-02-11,MAPI,745,765,735,755,20790000
2021-02-15,MAPI,755,765,740,755,27053800
2021-02-16,MAPI,755,760,740,750,18340900
2021-02-17,MAPI,750,755,725,735,24572900
2021-02-18,MAPI,735,750,720,735,33491100
2021-02-19,MAPI,735,740,725,730,13801400
2021-02-22,MAPI,730,795,730,795,62174300
2021-02-23,MAPI,795,820,760,810,29588900
2021-02-24,MAPI,810,820,790,815,24041500
2021-02-25,MAPI,815,820,795,800,15109900
2021-02-26,MAPI,800,810,775,805,18902600
2021-03-01,MAPI,805,870,785,865,42489000
2021-03-02,MAPI,865,880,830,850,22623100
2021-03-03,MAPI,850,850,810,820,23467100
2021-03-04,MAPI,820,835,800,830,18931600
2021-03-05,MAPI,830,875,810,850,38409400
2021-03-08,MAPI,850,880,845,860,26820600
2021-03-09,MAPI,860,885,840,840,17072400
2021-03-10,MAPI,840,850,800,820,23712400
2021-03-12,MAPI,820,830,800,815,26868400
2021-03-15,MAPI,815,830,805,815,32579700
2021-03-16,MAPI,815,820,800,805,18709200
2021-03-17,MAPI,805,830,800,810,20323800
2021-03-18,MAPI,810,815,785,800,23959900
2021-03-19,MAPI,800,815,790,800,14267400
2021-03-22,MAPI,800,815,795,795,17129900
2021-03-23,MAPI,795,810,790,790,19986700
2021-03-24,MAPI,790,795,750,775,15948500
2021-03-25,MAPI,775,775,730,755,23561600
2021-03-26,MAPI,755,775,740,765,18570300
2021-03-29,MAPI,765,775,765,770,6677100
2021-03-30,MAPI,770,780,740,750,23378900
2021-03-31,MAPI,750,755,700,740,40573000
2021-04-01,MAPI,740,750,730,745,4242900
2021-04-05,MAPI,745,760,745,750,4585000
2021-04-06,MAPI,750,760,740,760,8297700
2021-04-07,MAPI,760,800,755,790,30619500
2021-04-08,MAPI,790,810,770,805,20588900
2021-04-09,MAPI,805,810,790,800,13343400
2021-04-12,MAPI,800,810,765,790,11569400
2021-04-13,MAPI,790,790,745,780,14769700
2021-04-14,MAPI,780,800,765,790,26179400
2021-04-15,MAPI,790,800,770,775,4696800
2021-04-16,MAPI,775,805,775,795,13493500
2021-04-19,MAPI,795,830,795,815,51641700
2021-04-20,MAPI,815,825,780,800,16841600
2021-04-21,MAPI,800,800,770,790,11332400
2021-04-22,MAPI,790,815,775,805,43524300
2021-04-23,MAPI,805,850,805,830,85649500
2021-04-26,MAPI,830,845,805,810,24345700
2021-04-27,MAPI,810,820,770,790,18466100
2021-04-28,MAPI,790,795,770,780,8853000
2021-04-29,MAPI,780,800,780,800,6532500
2021-04-30,MAPI,800,825,795,800,19377300
2021-05-03,MAPI,800,815,785,800,10734500
2021-05-04,MAPI,800,805,775,780,7651700
2021-05-05,MAPI,780,805,770,800,9916900
2021-05-06,MAPI,800,805,780,790,3466200
2021-05-07,MAPI,790,815,750,755,11685000
2021-05-10,MAPI,755,765,750,760,5590900
2021-05-11,MAPI,760,790,760,770,16981600
2021-05-17,MAPI,770,790,765,770,22247000
2021-05-18,MAPI,770,780,755,770,4133800
2021-05-19,MAPI,770,770,730,740,10072400
2021-05-20,MAPI,740,745,710,710,13123600
2021-05-21,MAPI,710,730,705,710,16419200
2021-05-24,MAPI,710,735,700,725,10684300
2021-05-25,MAPI,725,740,700,715,11727900
2021-05-27,MAPI,715,730,690,690,21495500
2021-05-28,MAPI,690,725,685,690,17486000
2021-05-31,MAPI,690,720,700,700,12410200
2021-06-02,MAPI,700,730,700,730,11327100
2021-06-03,MAPI,730,770,730,765,21436100
2021-06-04,MAPI,765,770,750,760,4675400
2021-06-07,MAPI,760,770,740,755,7054400
2021-06-08,MAPI,755,765,740,750,8352600
2021-06-09,MAPI,750,765,740,760,9308000
2021-06-10,MAPI,760,770,710,710,10315200
2021-06-11,MAPI,710,790,730,775,27915400
2021-06-14,MAPI,775,800,770,770,15506300
2021-06-15,MAPI,770,775,745,765,16387200
2021-06-16,MAPI,765,775,740,755,9978800
2021-06-17,MAPI,755,770,730,755,8769200
2021-06-18,MAPI,755,765,715,735,19982400
2021-06-21,MAPI,735,730,700,720,19782400
2021-06-22,MAPI,720,750,705,750,16555200
2021-06-23,MAPI,750,750,720,730,5494600
2021-06-24,MAPI,730,735,700,710,12919900
2021-06-25,MAPI,710,710,685,700,24012900
2021-06-28,MAPI,700,700,655,660,26756300
2021-06-29,MAPI,660,665,615,620,30668500
2021-06-30,MAPI,620,635,610,625,25175100
2021-07-01,MAPI,625,640,610,620,15908500
2021-07-02,MAPI,620,655,615,635,12050800
2021-07-05,MAPI,635,660,630,650,6575100
2021-07-06,MAPI,650,705,650,680,24660400
2021-07-07,MAPI,680,695,665,675,7375800
2021-07-08,MAPI,675,690,640,650,9050200
2021-07-09,MAPI,650,665,640,650,2328200
2021-07-12,MAPI,650,675,645,645,4070800
2021-07-13,MAPI,645,660,625,630,7007400
2021-07-14,MAPI,630,640,620,640,6397400
2021-07-15,MAPI,640,650,625,635,5622700
2021-07-16,MAPI,635,645,620,625,6457500
2021-07-19,MAPI,625,635,620,630,4448400
2021-07-21,MAPI,630,660,625,650,9845900
2021-07-22,MAPI,650,660,645,645,16216800
2021-07-23,MAPI,645,655,640,645,3035000
2021-07-26,MAPI,645,655,645,650,10133200
2021-07-27,MAPI,650,660,645,655,3327700
2021-07-28,MAPI,655,660,630,660,2774800
2021-07-29,MAPI,660,665,630,630,6909800
2021-07-30,MAPI,630,640,620,620,7874100
2021-08-02,MAPI,620,655,610,645,8527200
2021-08-03,MAPI,645,680,640,670,44015700
2021-08-04,MAPI,670,730,675,695,51316400
2021-08-05,MAPI,695,705,670,695,20680200
2021-08-06,MAPI,695,700,655,695,23060300
2021-08-09,MAPI,695,710,670,690,16862600
2021-08-10,MAPI,690,700,655,665,21279300
2021-08-12,MAPI,665,710,660,705,18661200
2021-08-13,MAPI,705,715,680,695,7137600
2021-08-16,MAPI,695,700,675,680,9790100
2021-08-18,MAPI,680,710,680,710,13164600
2021-08-19,MAPI,710,715,665,675,6538100
2021-08-20,MAPI,675,690,670,675,7087500
2021-08-23,MAPI,675,700,660,685,14436100
2021-08-24,MAPI,685,720,685,710,23813100
2021-08-25,MAPI,710,725,685,695,8452400
2021-08-26,MAPI,695,710,690,700,5234600
2021-08-27,MAPI,700,710,685,690,6783600
2021-08-30,MAPI,690,725,690,705,14897300
2021-08-31,MAPI,705,740,695,740,15022100
2021-09-01,MAPI,740,760,720,760,37809400
2021-09-02,MAPI,760,775,725,735,18119400
2021-09-03,MAPI,735,760,725,760,10578700
2021-09-06,MAPI,760,770,750,760,6436100
2021-09-07,MAPI,760,770,755,770,2616200
2021-09-08,MAPI,770,775,745,755,8346500
2021-09-09,MAPI,755,755,725,740,13687600
2021-09-10,MAPI,740,750,700,725,25689900
2021-09-13,MAPI,725,755,725,750,7552100
2021-09-14,MAPI,750,780,750,780,21277300
2021-09-15,MAPI,780,785,755,770,14674200
2021-09-16,MAPI,770,775,750,750,7350700
2021-09-17,MAPI,750,765,745,755,6939000
2021-09-20,MAPI,755,760,725,740,10871200
2021-09-21,MAPI,740,785,715,780,32795300
2021-09-22,MAPI,780,795,760,790,24332900
2021-09-23,MAPI,790,800,770,795,29944300
2021-09-24,MAPI,795,800,770,780,28631000
2021-09-27,MAPI,780,790,740,765,26457400
2021-09-28,MAPI,765,765,740,745,9265300
2021-09-29,MAPI,745,770,740,755,19137500
2021-09-30,MAPI,755,790,755,780,23368600
2021-10-01,MAPI,780,785,750,755,5307900
2021-10-04,MAPI,755,780,730,775,9840000
2021-10-05,MAPI,775,845,770,800,62224700
2021-10-06,MAPI,800,825,800,805,17848900
2021-10-07,MAPI,805,805,755,790,40354500
2021-10-08,MAPI,790,790,775,780,9550900
2021-10-11,MAPI,780,795,760,790,24539300
2021-10-12,MAPI,790,825,785,825,26492900
2021-10-13,MAPI,825,845,780,845,19647600
2021-10-14,MAPI,845,890,820,880,37373000
2021-10-15,MAPI,880,885,850,880,25361100
2021-10-18,MAPI,880,890,855,885,24630200
2021-10-19,MAPI,885,895,860,890,33751700
2021-10-21,MAPI,890,915,880,895,25091800
2021-10-22,MAPI,895,920,850,870,18818700
2021-10-25,MAPI,870,885,865,880,11528600
2021-10-26,MAPI,880,890,865,885,15234900
2021-10-27,MAPI,885,890,870,880,10176400
2021-10-28,MAPI,880,900,850,880,19838000
2021-10-29,MAPI,880,885,875,880,9125400
2021-11-01,MAPI,880,915,880,900,16974900
2021-11-02,MAPI,900,905,880,890,2191200
2021-11-03,MAPI,890,905,885,900,8445600
2021-11-04,MAPI,900,905,860,865,20822700
2021-11-05,MAPI,865,890,840,850,36572800
2021-11-08,MAPI,850,880,845,870,9462600
2021-11-09,MAPI,870,890,860,870,13315500
2021-11-10,MAPI,870,870,855,870,16852600
2021-11-11,MAPI,870,895,860,865,31828300
2021-11-12,MAPI,865,880,840,875,25123500
2021-11-15,MAPI,875,915,850,880,31743500
2021-11-16,MAPI,880,885,840,850,44604500
2021-11-17,MAPI,850,860,815,820,34340600
2021-11-18,MAPI,820,840,800,835,38258700
2021-11-19,MAPI,835,840,815,825,18099700
2021-11-22,MAPI,825,835,800,800,23739000
2021-11-23,MAPI,800,825,775,805,34168900
2021-11-24,MAPI,805,815,800,800,8258100
2021-11-25,MAPI,800,820,800,820,13569400
2021-11-26,MAPI,820,825,790,790,22307200
2021-11-29,MAPI,790,785,735,740,54977200
2021-11-30,MAPI,740,755,715,740,38141400
2021-12-01,MAPI,740,745,700,725,27533100
2021-12-02,MAPI,725,740,705,730,12516000
2021-12-03,MAPI,730,745,725,745,4421000
2021-12-06,MAPI,745,745,710,725,11948400
2021-12-07,MAPI,725,770,725,755,20164900
2021-12-08,MAPI,755,775,745,755,8114800
2021-12-09,MAPI,755,765,745,755,12920000
2021-12-10,MAPI,755,780,745,775,11213200
2021-12-13,MAPI,775,785,755,770,13405500
2021-12-14,MAPI,770,770,750,750,5385500
2021-12-15,MAPI,750,765,745,745,26072000
2021-12-16,MAPI,745,760,720,720,15992500
2021-12-17,MAPI,720,735,690,710,19940400
2021-12-20,MAPI,710,725,695,725,9927600
2021-12-21,MAPI,725,745,725,735,7258800
2021-12-22,MAPI,735,745,730,735,2665500
2021-12-23,MAPI,735,745,720,725,4501200
2021-12-24,MAPI,725,740,720,720,1441700
2021-12-27,MAPI,720,725,705,710,3890300
2021-12-28,MAPI,710,725,710,710,4542400
2021-12-29,MAPI,710,720,705,710,5327900
2021-12-30,MAPI,710,720,690,710,16688800
2022-01-03,MAPI,710,730,700,700,6126700
2022-01-04,MAPI,700,785,700,775,30189200
2022-01-05,MAPI,775,785,750,780,19066800
2022-01-06,MAPI,780,785,740,765,20973300
2022-01-07,MAPI,765,775,750,765,11384700
2022-01-10,MAPI,765,770,750,760,3191100
2022-01-11,MAPI,760,775,745,755,13474400
2022-01-12,MAPI,755,765,740,745,3425200
2022-01-13,MAPI,745,750,740,745,6697000
2022-01-14,MAPI,745,790,735,790,9224000
2022-01-17,MAPI,790,800,760,765,6786400
2022-01-18,MAPI,765,780,750,765,8755900
2022-01-19,MAPI,765,775,725,750,12340100
2022-01-20,MAPI,750,760,745,750,2004600
2022-01-21,MAPI,750,765,735,750,8262300
2022-01-24,MAPI,750,755,725,750,8255800
2022-01-25,MAPI,750,760,725,735,18510700
2022-01-26,MAPI,735,755,735,755,6364400
2022-01-27,MAPI,755,755,730,735,6869200
2022-01-28,MAPI,735,750,730,750,6320500
2022-01-31,MAPI,750,805,725,780,17081300
2022-02-02,MAPI,780,810,765,805,21604500
2022-02-03,MAPI,805,820,770,790,7229300
2022-02-04,MAPI,790,785,755,760,12289600
2022-02-07,MAPI,760,760,735,740,15026400
2022-02-08,MAPI,740,755,730,740,9761600
2022-02-09,MAPI,740,790,740,785,16900600
2022-02-10,MAPI,785,820,775,795,29041800
2022-02-11,MAPI,795,805,780,785,14159600
2022-02-14,MAPI,785,795,740,750,21960600
2022-02-15,MAPI,750,785,725,780,10411500
2022-02-16,MAPI,780,825,780,805,39218200
2022-02-17,MAPI,805,820,790,800,27991200
2022-02-18,MAPI,800,845,790,840,37655500
2022-02-21,MAPI,840,850,800,815,11876200
2022-02-22,MAPI,815,815,780,800,7748100
2022-02-23,MAPI,800,805,790,800,6147800
2022-02-24,MAPI,800,800,760,790,15396100
2022-02-25,MAPI,790,810,780,785,8138700
2022-03-01,MAPI,785,820,780,820,14070700
2022-03-02,MAPI,820,820,795,805,12976500
2022-03-04,MAPI,805,820,795,815,10200300
2022-03-07,MAPI,815,830,790,800,9896900
2022-03-08,MAPI,800,820,790,800,11632800
2022-03-09,MAPI,800,835,790,805,12697600
2022-03-10,MAPI,805,870,810,855,35286200
2022-03-11,MAPI,855,870,840,855,21676300
2022-03-14,MAPI,855,880,840,855,18377300
2022-03-15,MAPI,855,880,815,820,30007000
2022-03-16,MAPI,820,830,795,805,27794400
2022-03-17,MAPI,805,850,805,835,23370300
2022-03-18,MAPI,835,835,805,815,13465100
2022-03-21,MAPI,815,825,800,815,20778500
2022-03-22,MAPI,815,825,805,815,19263300
2022-03-23,MAPI,815,820,795,805,18617700
2022-03-24,MAPI,805,860,805,860,27735600
2022-03-25,MAPI,860,870,840,845,11130300
2022-03-28,MAPI,845,870,825,835,16147500
2022-03-29,MAPI,835,860,835,840,6953500
2022-03-30,MAPI,840,865,845,860,11149100
2022-03-31,MAPI,860,880,850,880,13731400
2022-04-01,MAPI,880,880,825,840,11106800
2022-04-04,MAPI,840,850,830,840,12547300
2022-04-05,MAPI,840,865,840,855,6420500
2022-04-06,MAPI,855,855,825,855,9166000
2022-04-07,MAPI,855,850,815,845,17857500
2022-04-08,MAPI,845,850,830,845,6305500
2022-04-11,MAPI,845,880,840,875,24020900
2022-04-12,MAPI,875,915,875,910,62899900
2022-04-13,MAPI,910,935,875,890,45169700
2022-04-14,MAPI,890,910,880,890,26651900
2022-04-18,MAPI,890,930,885,890,39256400
2022-04-19,MAPI,890,910,880,905,29367000
2022-04-20,MAPI,905,925,885,885,47545300
2022-04-21,MAPI,885,920,885,920,35559900
2022-04-22,MAPI,920,930,905,920,29734800
2022-04-25,MAPI,920,940,895,920,48093700
2022-04-26,MAPI,920,935,910,920,24158600
2022-04-27,MAPI,920,930,900,920,9090800
2022-04-28,MAPI,920,915,895,900,14164800
2022-05-09,MAPI,900,910,865,905,26230200
2022-05-10,MAPI,905,915,845,905,32763500
2022-05-11,MAPI,905,930,875,925,10321600
2022-05-12,MAPI,925,925,865,865,20768300
2022-05-13,MAPI,865,905,835,890,18702100
2022-05-17,MAPI,890,910,865,865,16356600
2022-05-18,MAPI,865,900,865,900,15271500
2022-05-19,MAPI,900,890,840,845,15322500
2022-05-20,MAPI,845,865,820,845,30287200
