date,stock_code,open,high,low,close,volume
2024-06-05,AMMN,12775,13300,11800,11950,29626800
2024-06-06,AMMN,11950,12475,11700,12150,24273300
2024-06-07,AMMN,12150,12200,11600,11625,23451000
2024-06-10,AMMN,11625,12000,11275,11950,25946000
2024-06-11,AMMN,11950,12150,11700,11875,25081100
2024-06-12,AMMN,11875,12100,11800,12000,24148200
2024-06-13,AMMN,12000,12325,11800,11825,24153900
2024-06-14,AMMN,11825,12200,11800,12100,30638100
2024-06-19,AMMN,12100,12275,11925,12000,28353000
2024-06-20,AMMN,12000,12075,11625,11775,26850300
2024-06-21,AMMN,11775,11950,10300,11000,322773200
2024-06-24,AMMN,11000,11200,10625,10800,19277000
2024-06-25,AMMN,10800,11125,10750,10875,21468300
2024-06-26,AMMN,10875,12050,10800,11450,39221900
2024-06-27,AMMN,11450,11725,11100,11250,26422000
2024-06-28,AMMN,11250,11375,10950,11000,25915700
2024-07-01,AMMN,11000,11550,11075,11525,26264900
2024-07-02,AMMN,11525,11750,11375,11500,23360000
2024-07-03,AMMN,11500,11650,11475,11525,20316400
2024-07-04,AMMN,11525,11625,11500,11550,18375200
2024-07-05,AMMN,11550,11650,11475,11550,23217600
2024-07-08,AMMN,11550,11550,10900,11100,23589500
2024-07-09,AMMN,11100,11400,10975,11025,26246700
2024-07-10,AMMN,11025,11375,11100,11350,23122800
2024-07-11,AMMN,11350,11775,11350,11650,30709800
2024-07-12,AMMN,11650,11875,11500,11700,23792200
2024-07-15,AMMN,11700,11950,11450,11575,25280000
2024-07-16,AMMN,11575,11675,11150,11225,23095200
2024-07-17,AMMN,11225,11400,10525,11100,26082800
2024-07-18,AMMN,11100,11275,10900,11250,20372100
2024-07-19,AMMN,11250,11350,10875,11300,24605400
2024-07-22,AMMN,11300,11425,11100,11175,20869300
2024-07-23,AMMN,11175,11550,11150,11550,27017400
2024-07-24,AMMN,11550,11850,11550,11800,24078400
2024-07-25,AMMN,11800,11775,11375,11525,21115700
2024-07-26,AMMN,11525,11750,11500,11650,30619200
2024-07-29,AMMN,11650,12450,11725,12250,35712700
2024-07-30,AMMN,12250,12275,11875,11925,23236600
2024-07-31,AMMN,11925,11925,11675,11825,26114800
