stock,term,algorithm,rmse,rmse_norm,epoch,unit,optimizer,batch_size
ASII,short,GRU,41.49759515850712,0.2964113939893359,100,100,rmsprop,32
ASII,short,RNN,87.75265024596058,0.5582985744224247,100,100,rmsprop,32
ASII,short,LSTM,54.26451885832567,0.3876037061308983,100,100,adam,32
ASII,short,GRU,40.94964361451032,0.29249745438936,100,100,adam,32
ASII,short,RNN,89.91645421373372,0.5162700999737211,100,100,adam,32
ASII,short,LSTM,54.39548262112096,0.38853916157943547,100,100,sgd,32
ASII,short,GRU,53.59406282873023,0.38281473449093023,100,100,sgd,32
ASII,short,RNN,63.14955079154744,0.45106821993962426,100,100,sgd,32
ASII,short,LSTM,52.260589625935566,0.3732899258995389,100,100,rmsprop,32
ASII,short,GRU,41.55710860764776,0.2968364900546271,100,100,rmsprop,32
ASII,short,RNN,116.7934308418397,0.5044795953163168,100,100,rmsprop,32
ASII,short,LSTM,53.49808282922804,0.3821291630659156,100,100,adam,32
ASII,short,GRU,42.12620209419784,0.3009014435299844,100,100,adam,32
ASII,short,RNN,57.42715078255701,0.41019393416112304,100,100,adam,32
ASII,short,LSTM,54.45530050083239,0.3889664321488028,100,100,sgd,32
ASII,short,GRU,53.88431087121042,0.38488793479436023,100,100,sgd,32
ASII,short,RNN,74.77575608203571,0.5165280353749788,100,100,sgd,32
GOTO,short,LSTM,2.3568989197129167,0.7855290926406711,50,50,rmsprop,32
GOTO,short,GRU,2.378767399544572,0.7821906585445616,50,50,rmsprop,32
GOTO,short,RNN,2.4106660387301253,0.6752198546400223,50,50,rmsprop,32
GOTO,short,LSTM,2.355809124722939,0.7852697082409785,50,50,adam,32
GOTO,short,GRU,2.3664971260071916,0.7844444926919014,50,50,adam,32
GOTO,short,RNN,2.426297587998415,0.562037059374531,50,50,adam,32
GOTO,short,LSTM,2.3601267459104216,0.7849562105486779,50,50,sgd,32
GOTO,short,GRU,2.2870799853152084,0.7623599951050689,50,50,sgd,32
GOTO,short,RNN,2.5148125713569587,0.7107036571098053,50,50,sgd,32
GOTO,short,LSTM,2.3503977404299903,0.7834659134766627,50,50,rmsprop,32
GOTO,short,GRU,2.3037591163260074,0.7679197054420015,50,50,rmsprop,32
GOTO,short,RNN,1.7223805531830656,0.5741268510610211,50,50,rmsprop,32
GOTO,short,LSTM,2.3522496396966934,0.7840832132322303,50,50,adam,32
GOTO,short,GRU,2.3198178972188357,0.7732726324062775,50,50,adam,32
GOTO,short,RNN,2.3347930872053837,0.708530467176373,50,50,adam,32
GOTO,short,LSTM,2.3498517476831395,0.7832839158943788,50,50,sgd,32
GOTO,short,GRU,2.347781578069751,0.7825938593565838,50,50,sgd,32
GOTO,short,RNN,2.5271492588244215,0.6947910523594552,50,50,sgd,32
GOTO,short,LSTM,2.367603435938264,0.783305675275983,50,100,rmsprop,32
GOTO,short,GRU,2.412561816892362,0.7760906573266153,50,100,rmsprop,32
GOTO,short,RNN,2.5906857882312684,0.674683869832423,50,100,rmsprop,32
GOTO,short,LSTM,2.358288402208427,0.7853501616640255,50,100,adam,32
GOTO,short,GRU,2.4186426694135297,0.7773313699952568,50,100,adam,32
GOTO,short,RNN,2.8658112173996666,0.7081247533000209,50,100,adam,32
GOTO,short,LSTM,2.354894068774862,0.7849167820731834,50,100,sgd,32
GOTO,short,GRU,2.3661670760807034,0.7822371366641356,50,100,sgd,32
GOTO,short,RNN,3.460395407153776,0.7267865318296292,50,100,sgd,32
GOTO,short,LSTM,2.3532435273796697,0.7844145091265562,50,100,rmsprop,32
GOTO,short,GRU,2.3766973153865703,0.7818865830252788,50,100,rmsprop,32
GOTO,short,RNN,2.3476401591405467,0.6844393281697002,50,100,rmsprop,32
GOTO,short,LSTM,2.363274397175912,0.7841426877182218,50,100,adam,32
GOTO,short,GRU,2.487371421783119,0.7713677417580098,50,100,adam,32
GOTO,short,RNN,3.557749071325099,0.7517237211393871,50,100,adam,32
GOTO,short,LSTM,2.361377221913532,0.7845857178036673,50,100,sgd,32
GOTO,short,GRU,2.3379791189908063,0.7793263729969345,50,100,sgd,32
GOTO,short,RNN,2.3268009827892,0.7166874444319938,50,100,sgd,32
GOTO,short,LSTM,2.3710447472176903,0.7821206035127931,100,50,rmsprop,32
GOTO,short,GRU,2.4103532781028307,0.7772352935022335,100,50,rmsprop,32
GOTO,short,RNN,1.943884116085416,0.5587877606571264,100,50,rmsprop,32
GOTO,short,LSTM,2.3513395012937686,0.7837798337645888,100,50,adam,32
GOTO,short,GRU,2.295377813947946,0.7651259379826478,100,50,adam,32
GOTO,short,RNN,2.9374385111310284,0.6902617786161562,100,50,adam,32
GOTO,short,LSTM,2.3588532100107997,0.7852350030223767,100,50,sgd,32
GOTO,short,GRU,2.344414003664803,0.781471334554933,100,50,sgd,32
